"code","name","city","state","country","x","y"
"FEL","Fuerstenfeldbruck","Fuerstenfeldbruck",,"DE","11.2554","48.1778"
"GKE","Geilenkirchen","Geilenkirchen",,"DE","6.12211","50.9655"
"GHF","Giebelstadt","Giebelstadt",,"DE","9.94536","49.6534"
"GUT","Guetersloh","Guetersloh",,"DE","8.39279","51.9049"
"GTI","Guettin","Guettin",,"DE","13.3114","54.3847"
"HAM","Fuhlsbuettel","Hamburg",,"DE","9.9922","53.5534"
"LBC","Luebeck","Hamburg",,"DE","9.9922","53.5534"
"HAJ","Hanover Arpt","Hanover",,"DE","9.73569","52.3721"
"HDB","Heidelberg","Heidelberg",,"DE","8.68024","49.4019"
"HGL","Helgoland","Helgoland",,"DE","7.88902","54.1802"
"HDF","Heringsdorf","Heringsdorf",,"DE","14.167","53.9571"
"HOQ","Hof","Hof",,"DE","11.9135","50.3166"
"JUI","Juist","Juist",,"DE","7.00005","53.6783"
"FKB","Soellingen","Karlsruhe/Baden Baden",,"DE","8.08678","48.781"
"KSF","Kassel-Calden","Kassel",,"DE","9.49601","51.3189"
"KEL","Holtenau","Kiel",,"DE","10.1359","54.3227"
"KZG","Kitzingen","Kitzingen",,"DE","10.1554","49.7381"
"KOQ","Koethen","Koethen",,"DE","11.9751","51.7557"
"LHA","Lahr","Lahr",,"DE","7.86226","48.337"
"LGO","Langeoog","Langeoog",,"DE","7.48084","53.7459"
"LEJ","Leipzig/Halle","Leipzig/Halle",,"DE","12.2201","51.4197"
"XLW","Lemwerder","Lemwerder",,"DE","8.6111","53.1602"
"MHG","Mannheim Arpt","Mannheim",,"DE","8.47672","49.4847"
"FMO","Muenster","Muenster",,"DE","7.6285","51.9647"
"MUC","Franz Josef Strauss","Munich",,"DE","11.5802","48.1391"
"AGB","Augsburg Muehlhausen","Munich",,"DE","11.5802","48.1391"
"FNB","Neubrandenburg","Neubrandenburg",,"DE","13.2612","53.5581"
"EUM","Neumuenster","Neumuenster",,"DE","9.98458","54.0741"
"NOE","Norddeich","Norddeich",,"DE","8.89998","54.2181"
"NOD","Norden","Norden",,"DE","9.26519","54.4788"
"NRD","Norderney","Norderney",,"DE","7.15974","53.6999"
"NDZ","Cuxhaven","Nordholz-Spieka",,"DE","8.57861","53.7508"
"NUE","Metropolitan Area","Nuremberg",,"DE","11.0805","49.4505"
"OBF","Oberpfaffenhofen","Oberpfaffenhofen",,"DE","11.263","48.0744"
"PAD","Paderborn","Paderborn",,"DE","8.75213","51.7153"
"PEF","Peenemuende","Peenemuende",,"DE","13.7733","54.1359"
"UPF","Pforheim","Pforheim",,"DE","8.70438","48.8934"
"RMS","Ramstein","Ramstein",,"DE","7.55733","49.449"
"REB","Rechlin","Rechlin",,"DE","12.7259","53.335"
"GMY","Rheindahlen","Rheindahlen",,"DE","6.35764","51.1484"
"IES","Riesa","Riesa",,"DE","13.3021","51.3001"
"RLG","Laage","Rostock-Laage",,"DE","12.2923","53.9133"
"SCN","Ensheim","Saarbruecken",,"DE","6.9944","49.2349"
"WBG","Schleswig-Jagel","Schleswig-Jagel",,"DE","9.53735","54.4567"
"SZW","Parchim Airport","Schwerin",,"DE","11.4169","53.6258"
"SEX","Sembach","Sembach",,"DE","7.85428","49.5147"
"SGE","Siegerland Airport","Siegen",,"DE","8.02341","50.8738"
"SPM","Spangdahlem","Spangdahlem",,"DE","6.68025","49.9859"
"PSH","St Peter","St Peter",,"DE","8.03368","48.0156"
"RBM","Wallmuhle","Straubing",,"DE","12.5703","48.8799"
"STR","Echterdingen","Stuttgart",,"DE","9.18077","48.7771"
"VAC","Varrelbusch","Varrelbusch",,"DE","8.00426","52.8909"
"AGE","Flugplatz","Wangerooge",,"DE","7.9005","53.7881"
"GWT","Westerland","Westerland",,"DE","8.30652","54.9075"
"UWE","Metropolitan Area","Wiesbaden",,"DE","8.23838","50.0841"
"WID","Wildenrath","Wildenrath",,"DE","6.19314","51.1247"
"WVN","Wilhelmshaven","Wilhelmshaven",,"DE","8.11975","53.5171"
"OHR","Wyk Auf Foehr","Wyk Auf Foehr",,"DE","8.56717","54.6911"
"AII","Alisabieh","Alisabieh",,"DJ","42.7122","11.1516"
"JIB","Ambouli","Djibouti",,"DJ","43.1459","11.5886"
"MHI","Musha","Musha",,"DJ","43.0167","11.3333"
"OBC","Obock","Obock",,"DJ","43.2914","11.9674"
"TDJ","Tadjoura","Tadjoura",,"DJ","42.3938","11.9339"
"AAL","Aalborg","Aalborg",,"DK","9.9201","57.0472"
"AAR","Tirstrup","Aarhus",,"DK","10.212","56.1581"
"ZBU","Aarhus Limo","Aarhus Limo",,"DK","10.212","56.1581"
"BLL","Billund","Billund",,"DK","9.10818","55.7334"
"RNN","Bornholm","Bornholm",,"DK","14.8669","55.1604"
"CPH","Copenhagen Airport","Copenhagen",,"DK","12.5681","55.6763"
"RKE","Roskilde Airport","Copenhagen",,"DK","12.5681","55.6763"
"EBJ","Esbjerg","Esbjerg",,"DK","8.44908","55.4673"
"KRP","Karup","Karup",,"DK","9.16171","56.3058"
"BYR","Laeso Airport","Laeso Island",,"DK","10.9925","57.2766"
"MRW","Maribo","Maribo",,"DK","11.5017","54.7761"
"ODE","Beldringe","Odense",,"DK","10.3906","55.3962"
"CNL","Sindal","Sindal",,"DK","10.2022","57.4708"
"SQW","Skive Airport","Skive",,"DK","9.02194","56.5655"
"SGD","Sonderborg","Sonderborg",,"DK","9.80734","54.9093"
"STA","Stauning","Stauning",,"DK","8.37324","55.9635"
"TED","Thisted","Thisted",,"DK","8.6896","56.9544"
"VEJ","Vejle","Vejle",,"DK","9.53587","55.7092"
"XJE","Rialway Service","Vojens",,"DK","9.31417","55.2489"
"SKS","Vojens","Vojens",,"DK","9.31417","55.2489"
"DOM","Melville Hall","Dominica",,"DM","-61.371","15.415"
"DCF","Cane Field","Dominica",,"DM","-61.371","15.415"
"BRX","Barahona","Barahona",,"DO","-71.0996","18.2079"
"CBJ","Cabo Rojo","Cabo Rojo",,"DO","-71.6524","17.8967"
"COZ","Constanza","Constanza",,"DO","-70.744","18.904"
"EPS","El Portillo","El Portillo/Samana",,"DO","-69.4984","19.3215"
"LRM","La Romana","La Romana",,"DO","-68.9676","18.4262"
"POP","La Union","Puerto Plata",,"DO","-70.69","19.8009"
"PUJ","Punta Cana","Punta Cana",,"DO","-68.4055","18.582"
"SNX","Sabana De Mar","Sabana De Mar",,"DO","-69.3833","19.0667"
"SJM","San Juan","San Juan",,"DO","-68.8833","18.8333"
"STI","Santiago","Santiago",,"DO","-70.7072","19.4557"
"SDQ","Las Americas","Santo Domingo",,"DO","-69.8908","18.479"
"HEX","Herrera","Santo Domingo",,"DO","-69.8908","18.479"
"AZR","Adrar","Adrar",,"DZ","-0.601472","26.4181"
"ALG","Houari Boumediene","Algiers",,"DZ","3.04205","36.7529"
"AAE","Les Salines","Annaba",,"DZ","7.75554","36.9029"
"BLJ","Batna","Batna",,"DZ","6.17229","35.5572"
"CBH","Leger","Bechar",,"DZ","-2.22001","31.6082"
"BJA","Bejaia","Bejaia",,"DZ","5.07809","36.7567"
"BSK","Biskra","Biskra",,"DZ","5.72687","34.8568"
"BMW","Bordj Badji Mokhtar","Bordj Badji Mokhtar",,"DZ","0.92","21.38"
"BUJ","Ain Eddis","Boussaada",,"DZ","0","0"
"CFK","Chlef","Chlef",,"DZ","1.32591","36.1685"
"CZL","Ain El Bey","Constantine",,"DZ","6.60946","36.36"
"DJG","Inedbirenne","Djanet",,"DZ","9.48483","24.5543"
"ELG","El Golea","El Golea",,"DZ","2.87788","30.554"
"ELU","Guemar","El Oued",,"DZ","6.86737","33.3683"
"GBB","Gara Djebilet","Gara Djebilet",,"DZ","-8.1521","27.6698"
"GHA","Noumerate","Ghardaia",,"DZ","3.67854","32.4891"
"HME","Oued Irara Apt","Hassi Messaoud",,"DZ","6.07281","31.6793"
"HRM","Tilrempt","Hassi R'Mel",,"DZ","3.17056","32.9472"
"VVZ","Illizi","Illizi",,"DZ","8.47327","26.5094"
"IAM","In Amenas","In Amenas",,"DZ","9.55677","28.0522"
"INF","In Guezzam","In Guezzam",,"DZ","5.76685","19.5661"
"INZ","In Salah","In Salah",,"DZ","2.47393","27.1942"
"GJL","Jijel","Jijel",,"DZ","5.7661","36.8219"
"KDF","Kouba","Kouba",,"DZ","3.1","36.7333"
"LOO","L'Mekrareg","Laghouat",,"DZ","2.87803","33.8066"
"MUW","Mascara","Mascara",,"DZ","0.149499","35.3904"
"MZW","Mechria","Mechria",,"DZ","-0.28272","33.5545"
"MQV","Mostaganem","Mostaganem",,"DZ","0.089767","35.9398"
"ORN","Es Senia","Oran",,"DZ","-0.637093","35.7051"
"TAF","Tafaraoui","Oran",,"DZ","-0.637093","35.7051"
"OGX","Ain Beida","Ouargla",,"DZ","5.34201","31.963"
"BFW","Sidi Belabbes","Sidi Belabbes",,"DZ","-0.635242","35.1999"
"SKI","Skikda","Skikda",,"DZ","6.94238","36.8589"
"TMR","Aguemar","Tamanrasset",,"DZ","3.74351","24.0983"
"TEE","Tbessa","Tbessa",,"DZ","8.12086","35.4071"
"TID","Bouchekif","Tiaret",,"DZ","1.32569","35.3785"
"TMX","Timimoun","Timimoun",,"DZ","0.231227","29.2568"
"TIN","Tindouf","Tindouf",,"DZ","-8.1521","27.6698"
"TLM","Zenata","Tlemcen",,"DZ","-1.31393","34.8825"
"TGR","Touggourt","Touggourt",,"DZ","6.07027","33.1082"
"ATF","Chachoan","Ambato",,"EC","-78.6201","-1.24021"
"BHA","Bahia De Caraquez","Bahia De Caraquez",,"EC","-80.431","-0.608935"
"OCC","Coca","Coca",,"EC","-79.6667","-3.05"
"CUE","Cuenca","Cuenca",,"EC","-79.0052","-2.89601"
"ESM","Esmeraldas","Esmeraldas",,"EC","-79.6671","0.937414"
"GPS","Baltra","Galapagos Is",,"EC","-90.9821","-0.829278"
"GYE","Simon Bolivar","Guayaquil",,"EC","-79.8975","-2.20382"
"JIP","Jipijapa","Jipijapa",,"EC","-80.5795","-1.35062"
"LGQ","Lago Agrio","Lago Agrio",,"EC","-76.8667","0.1"
"LTX","Cotapaxi Intl","Latacunga",,"EC","-78.6158","-0.933474"
"LOH","Loja","Loja",,"EC","-79.2045","-3.99014"
"MRR","Macara","Macara",,"EC","-79.9402","-4.37869"
"XMS","Macas","Macas",,"EC","-78.118","-2.30504"
"MCH","Machala","Machala",,"EC","-79.9538","-3.2665"
"MEC","Manta","Manta",,"EC","-80.7163","-0.949945"
"MZD","Mendez","Mendez",,"EC","-78.3099","-2.73144"
"PTZ","Pastaza","Pastaza",,"EC","-77.0104","-1.6332"
"PVO","Portoviejo","Portoviejo",,"EC","-80.4493","-1.05811"
"PYO","Putumayo","Putumayo",,"EC","-75.8667","0.066667"
"UIO","Mariscal Sucr","Quito",,"EC","-78.5243","-0.229498"
"SNC","Salinas","Salinas",,"EC","-79.0188","-1.40453"
"SCY","San Cristobal","San Cristobal",,"EC","-79.0205","-2.89541"
"SUQ","Sucua","Sucua",,"EC","-78.1754","-2.4595"
"TSC","Taisha","Taisha",,"EC","-77.4593","-2.3402"
"TPC","Tarapoa","Tarapoa",,"EC","-76.4167","-0.133333"
"TPN","Tiputini","Tiputini",,"EC","-78.5227","-0.286509"
"TUA","Tulcan","Tulcan",,"EC","-77.7322","0.82152"
"KDL","Kardla","Kardla",,"EE","22.7469","58.9982"
"URE","Kuressaare","Kuressaare",,"EE","22.4892","58.2534"
"EPU","Parnu","Parnu",,"EE","24.4986","58.386"
"TLL","Ulemiste","Tallinn",,"EE","24.7545","59.4389"
"TAY","Tartu","Tartu",,"EE","26.7148","58.3709"
"AUE","Abu Rudeis","Abu Rudeis",,"EG","33.2033","28.8986"
"ABS","Abu Simbel","Abu Simbel",,"EG","31.6122","22.3711"
"AAC","Al Arish","Al Arish",,"EG","33.8032","31.1319"
"HBE","Borg El Arab","Alexandria",,"EG","29.9443","31.2135"
"ALY","El Nohza","Alexandria",,"EG","29.9443","31.2135"
"ATZ","Assiut","Assiut",,"EG","31.185","27.1838"
"ASW","Aswan","Aswan",,"EG","32.9108","24.0818"
"CAI","Cairo","Cairo",,"EG","31.2495","30.0647"
"DAK","Dakhla","Dakhla Oasis",,"EG","29.1667","25.5167"
"EMY","El Minya","El Minya",,"EG","30.7436","29.2229"
"HRG","Hurghada","Hurghada",,"EG","33.8097","27.2574"
"UVL","Kharga","Kharga",,"EG","30.5568","25.4357"
"LXR","Luxor","Luxor",,"EG","32.6392","25.7006"
"RMF","Marsa Alam","Marsa Alam",,"EG","34.8917","25.0768"
"MUH","Mersa Matruh","Mersa Matruh",,"EG","27.2369","31.3503"
"PSD","Port Said","Port Said",,"EG","32.2915","31.2565"
"TFR","Ramadan","Ramadan",,"EG","29.9402","31.2066"
"SKV","Mount Sinai","Santa Katarina",,"EG","33.9761","28.5556"
"GSQ","Shark Elowainat","Shark Elowainat",,"EG","0","0"
"SSH","Ophira","Sharm El Sheikh",,"EG","34.2824","27.8598"
"SQK","Sidi Barani","Sidi Barani",,"EG","25.9257","31.6111"
"SEW","Siwa","Siwa",,"EG","25.5194","29.2051"
"TCP","Taba International","Taba",,"EG","34.8833","29.5"
"ELT","Tour Sinai City","Tour Sinai City",,"EG","33.6316","28.238"
"ASM","Asmara International","Asmara",,"ER","38.9262","15.3324"
"ASA","Assab","Assab",,"ER","42.7395","13.0037"
"MSW","Massawa","Massawa",,"ER","39.4452","15.6092"
"TES","Tessenei","Tessenei",,"ER","36.6526","15.1081"
"ABC","Los Llanos","Albacete",,"ES","-1.86007","38.9977"
"AEI","Algeciras","Algeciras",,"ES","-5.4477","36.1298"
"ALC","Alicante","Alicante",,"ES","-0.481006","38.3452"
"LEI","Almeria","Almeria",,"ES","-2.46792","36.8402"
"OVD","Asturias","Asturias",,"ES","-5.98326","43.2504"
"BJZ","Talaveral La Real","Badajoz",,"ES","-6.97028","38.8786"
"BCN","Barcelona","Barcelona",,"ES","2.16992","41.3879"
"BIO","Bilbao","Bilbao",,"ES","-2.92344","43.257"
"OZI","Bobadilla","Bobadilla",,"ES","-5.0214","41.2045"
"CDZ","Cadiz","Cadiz",,"ES","-6.29241","36.5299"
"CJI","Ciudad Real","Ciudad Real",,"ES","-3.92726","38.9861"
"ODB","Cordoba","Cordoba",,"ES","-4.77915","37.8847"
"FGR","Fuengirola","Fuengirola",,"ES","-4.62435","36.539"
"FUE","Fuerteventura/Puerto del Rosario","Fuerteventura/Puerto del Rosario",,"ES","-13.8622","28.4965"
"GRO","Costa Brava","Gerona",,"ES","2.8237","41.9818"
"GRX","Granada","Granada",,"ES","-3.59793","37.1765"
"HEV","Huelva","Huelva",,"ES","-6.94955","37.2571"
"IBZ","Ibiza","Ibiza",,"ES","1.43238","38.9089"
"XRY","La Parra","Jerez De La Frontera",,"ES","-6.13717","36.6866"
"LCG","La Coruna","La Coruna",,"ES","-8.39597","43.3715"
"NDO","La Palma Del Condado","La Palma Del Condado",,"ES","-6.5534","37.3878"
"ACE","Lanzarote","Lanzarote",,"ES","-13.59","29.0469"
"LPA","Arpt De Gran Canaria","Las Palmas",,"ES","-15.43","28.1248"
"LEN","Leon","Leon",,"ES","-5.57175","42.5999"
"RJL","Agoncillo","Logrono",,"ES","-2.44999","42.4658"
"MAD","Barajas","Madrid",,"ES","-3.70035","40.4167"
"AGP","Malaga","Malaga",,"ES","-4.42002","36.7196"
"MLN","Melilla","Melilla",,"ES","-2.93848","35.2919"
"MAH","Menorca","Menorca",,"ES","4.11045","39.9496"
"OZU","Montilla","Montilla",,"ES","-4.63831","37.5896"
"OZP","Moron","Moron",,"ES","-5.45187","37.1223"
"MJV","San Javier","Murcia",,"ES","-1.12989","37.9835"
"PMI","Palma Mallorca","Palma Mallorca",,"ES","2.65002","39.5695"
"PNA","Pamplona","Pamplona",,"ES","-1.64421","42.818"
"GEN","Puente Genil","Puente Genil",,"ES","-4.77047","37.3905"
"PXS","Puerto De Santa Maria","Puerto De Santa Maria",,"ES","-6.22753","36.597"
"UPC","Puerto La Cruz","Puerto La Cruz",,"ES","-16.55","28.4"
"UER","Puertollano","Puertollano",,"ES","-4.11215","38.686"
"REU","Reus","Reus",,"ES","1.10868","41.1548"
"RRA","Ronda","Ronda",,"ES","-5.16641","36.742"
"SLM","Matacan","Salamanca",,"ES","-5.66305","40.965"
"FES","San Fernando","San Fernando",,"ES","-6.19662","36.4656"
"SPO","San Pablo","San Pablo",,"ES","-4.33161","39.5393"
"GMZ","La Gomera","San Sebas de la Gomera",,"ES","0","0"
"EAS","San Sebastian","San Sebastian",,"ES","-1.98445","43.3207"
"SPC","La Palma","Santa Cruz De La Palma",,"ES","-17.764","28.6833"
"SDR","Santander","Santander",,"ES","-3.80793","43.461"
"SCQ","Santiago De Compostela","Santiago De Compostela",,"ES","-8.5463","42.8804"
"LEU","Aeroport De La Seu","Seo De Urgel",,"ES","1.45966","42.3567"
"SVQ","Sevilla","Sevilla",,"ES","-5.99629","37.3826"
"TFS","Sur Reina Sofia","Tenerife",,"ES","-16.6291","28.2916"
"TCI","All airports","Tenerife",,"ES","-16.6291","28.2916"
"TFN","Norte Los Rodeos","Tenerife",,"ES","-16.6291","28.2916"
"UTL","Torremolinos","Torremolinos",,"ES","-4.49994","36.622"
"VLC","Valencia","Valencia",,"ES","-0.376805","39.4702"
"VLL","Valladolid","Valladolid",,"ES","-4.72839","41.6529"
"VDE","Hierro","Valverde",,"ES","-6.75338","37.5734"
"VGO","Vigo","Vigo",,"ES","-8.71245","42.2314"
"VIT","Vitoria.","Vitoria.",,"ES","-2.67164","42.8467"
"ZAZ","Zaragoza","Zaragoza",,"ES","-0.876566","41.6563"
"ADD","Bole","Addis Ababa",,"ET","38.7468","9.02274"
"AMH","Arba Mintch","Arba Mintch",,"ET","37.5641","6.02061"
"ALK","Asela","Asela",,"ET","39.1398","7.9496"
"ASO","Asosa","Asosa",,"ET","34.5344","10.0611"
"AWH","Awareh","Awareh",,"ET","44.1833","8.26667"
"AWA","Awassa","Awassa",,"ET","38.4955","7.05037"
"AXU","Axum","Axum",,"ET","38.7141","14.1318"
"BJR","Bahar Dar","Bahar Dar",,"ET","37.3774","11.586"
"BEI","Beica","Beica",,"ET","34.4833","9.33333"
"BCY","Bulchi","Bulchi",,"ET","36.6667","6.21667"
"XBL","Buno Bedelle","Buno Bedelle",,"ET","36.3333","8.45"
"MKD","Chagni","Chagni",,"ET","36.504","10.956"
"DBM","Debra Marcos","Debra Marcos",,"ET","37.7344","10.3296"
"DBT","Debra Tabor","Debra Tabor",,"ET","38.0155","11.8567"
"DGC","Degahbur","Degahbur",,"ET","43.5833","8.23333"
"DEM","Dembidollo","Dembidollo",,"ET","34.8667","8.55"
"DSE","Combolcha","Dessie",,"ET","39.6363","11.127"
"DIR","Aba Tenna D Yilma","Dire Dawa",,"ET","41.8501","9.60087"
"FNH","Fincha","Fincha",,"ET","37.45","9.9"
"GMB","Gambela","Gambela",,"ET","34.5882","8.24478"
"GLC","Geladi","Geladi",,"ET","46.4167","6.96667"
"ETE","Genda Wuha","Genda Wuha",,"ET","36.1667","12.9333"
"GHD","Ghimbi","Ghimbi",,"ET","35.8358","9.17087"
"GNN","Ghinnir","Ghinnir",,"ET","40.7108","7.14025"
"GOB","Goba","Goba",,"ET","39.9749","7.00613"
"GDE","Gode/Iddidole","Gode/Iddidole",,"ET","0","0"
"GDQ","Gondar","Gondar",,"ET","37.4521","12.603"
"GOR","Gore","Gore",,"ET","35.5357","8.15134"
"HUE","Humera","Humera",,"ET","36.6175","14.2804"
"SHC","Indaselassie","Indaselassie",,"ET","38.2833","14.0833"
"JIJ","Jigiga","Jijiga",,"ET","42.7955","9.35678"
"JIM","Jimma","Jimma",,"ET","36.8358","7.67389"
"BCO","Jinka","Jinka",,"ET","36.6573","5.65541"
"ABK","Kabri Dar","Kabri Dar",,"ET","44.2667","6.73333"
"LFO","Kelafo","Kelafo/Callaf",,"ET","0","0"
"LLI","Lalibela","Lalibela",,"ET","39.0476","12.0309"
"MQX","Makale","Makale",,"ET","39.4735","13.4961"
"MKS","Mekane Selam","Mekane Selam",,"ET","38.7833","10.6333"
"MZX","Mena","Mena",,"ET","-70.2153","44.0979"
"NDM","Mendi","Mendi",,"ET","35.1017","9.79233"
"MHJ","Misrak Gashamo","Misrak Gashamo",,"ET","45.3452","8.11814"
"MTF","Mizan Teferi","Mizan Teferi",,"ET","35.5822","6.99365"
"OTA","Mota","Mota",,"ET","37.8703","11.0744"
"MYS","Moyale","Moyale",,"ET","39.0554","3.5258"
"MUJ","Mui","Mui",,"ET","36","6"
"EGL","Neghelli","Neghelli",,"ET","39.7","5.28333"
"NEJ","Nejjo","Nejjo",,"ET","35.4667","9.5"
"NEK","Nekemt","Nekemt",,"ET","36.5398","9.08709"
"PWI","Beles","Pawi",,"ET","-0.307485","43.685"
"SZE","Semera Airport","Semera",,"ET","0","0"
"SKR","Shakiso","Shakiso",,"ET","38.8997","5.75983"
"SQJ","Shehdi","Shehdi",,"ET","0","0"
"HIL","Shillavo","Shillavo",,"ET","44.7667","6.08333"
"SXU","Soddu","Soddu",,"ET","37.75","6.83333"
"TIE","Tippi","Tippi",,"ET","35.4172","7.20862"
"TUJ","Tum","Tum",,"ET","35.4667","6.25"
"WAC","Waca","Waca",,"ET","37.1667","7.16667"
"WRA","Warder","Warder",,"ET","45.3333","6.96667"
"ENF","Enontekio","Enontekio",,"FI","23.6351","68.3865"
"HEL","Helsinki-Vantaa","Helsinki",,"FI","24.9384","60.1699"
"HEM","Helsinki-Malmi","Helsinki",,"FI","24.9384","60.1699"
"HYV","Hyvinkaa","Hyvinkaa",,"FI","24.8632","60.6315"
"IVL","Ivalo","Ivalo",,"FI","27.5383","68.6595"
"JOE","Joensuu","Joensuu",,"FI","29.7635","62.601"
"JYV","Jyvaskyla","Jyvaskyla",,"FI","25.7426","62.2404"
"KAJ","Kajaani","Kajaani",,"FI","27.7262","64.2271"
"KHJ","Kauhajoki","Kauhajoki",,"FI","22.1805","62.4217"
"KAU","Kauhava","Kauhava",,"FI","23.0682","63.1031"
"KEM","Kemi/Tornio","Kemi/Tornio",,"FI","24.2873","65.7708"
"KTQ","Kitee","Kitee",,"FI","30.1362","62.1009"
"KTT","Kittila","Kittila",,"FI","24.906","67.6513"
"KOK","Kruunupyy","Kokkola/Pietarsaari",,"FI","23.1438","63.7211"
"UTI","Utti","Kouvola",,"FI","26.704","60.8679"
"KUO","Kuopio","Kuopio",,"FI","27.6793","62.8933"
"KEV","Halli","Kuorevesi",,"FI","24.8286","61.8601"
"KAO","Kuusamo","Kuusamo",,"FI","29.1707","65.9684"
"LPP","Lappeenranta","Lappeenranta",,"FI","28.187","61.0584"
"MHQ","Mariehamn","Mariehamn",,"FI","19.9348","60.0969"
"MIK","Mikkeli","Mikkeli",,"FI","27.2722","61.6885"
"OUL","Oulu","Oulu",,"FI","25.4714","65.0127"
"POR","Pori","Pori",,"FI","21.7975","61.4852"
"RVN","Rovaniemi","Rovaniemi",,"FI","25.7199","66.4979"
"SVL","Savonlinna","Savonlinna",,"FI","28.8801","61.8699"
"SJY","Ilmajoki","Seinajoki",,"FI","22.8399","62.7904"
"SOT","Sodankyla","Sodankyla",,"FI","26.5945","67.4161"
"TMP","Tampere-Pirkkala","Tampere",,"FI","23.7649","61.498"
"TKU","Turku","Turku",,"FI","22.2687","60.4514"
"VAA","Vaasa","Vaasa",,"FI","21.6163","63.0952"
"VRK","Varkaus","Varkaus",,"FI","27.8731","62.3151"
"YLI","Ylivieska","Ylivieska",,"FI","24.5401","64.0713"
"BFJ","Ba","Ba",,"FJ","177.663","-17.5309"
"BXL","Blue Lagoon","Blue Lagoon",,"FJ","0","0"
"BVF","Dama","Bua",,"FJ","178.749","-16.7669"
"LEV","Levuka Airfield","Bureta",,"FJ","178.833","-17.6833"
"CST","Castaway","Castaway",,"FJ","177.103","-17.6169"
"ICI","Cicia","Cicia",,"FJ","-179.313","-17.7506"
"KXF","Koro Island","Koro Island",,"FJ","179.408","-17.3012"
"KVU","Korolevu","Korolevu",,"FJ","179.283","-17.95"
"LBS","Labasa","Labasa",,"FJ","179.363","-16.4308"
"LKB","Lakeba","Lakeba",,"FJ","-178.797","-18.2221"
"LUC","Laucala Is","Laucala Is",,"FJ","179.417","-16.75"
"PTF","Malololailai","Malololailai",,"FJ","177.209","-17.7783"
"MNF","Mana Island Airstrip","Mana Island",,"FJ","177.099","-17.6728"
"MFJ","Moala","Moala",,"FJ","179.897","-18.5819"
"NAN","Nadi","Nadi",,"FJ","177.416","-17.8043"
"NTA","Natadola","Natadola",,"FJ","177.317","-18.0833"
"NGI","Ngau Island","Ngau Island",,"FJ","179.266","-18.0703"
"ONU","Ono I Lau","Ono I Lau",,"FJ","-178.7","-20.65"
"PHR","Pacific Harbor","Pacific Harbor",,"FJ","178.104","-18.2311"
"RBI","Rabi","Rabi",,"FJ","-179.953","-16.4995"
"RTA","Rotuma Island","Rotuma Island",,"FJ","177.072","-12.5025"
"AQS","Saqani","Saqani",,"FJ","179.709","-16.4713"
"SVU","Savusavu","Savusavu",,"FJ","179.339","-16.7791"
"SUV","Nausori","Suva",,"FJ","178.431","-18.1426"
"TVU","Matei","Taveuni",,"FJ","-179.981","-16.8414"
"TTL","Turtle Island","Turtle Island",,"FJ","-178.224","-19.8367"
"VBV","Vanuabalavu","Vanuabalavu",,"FJ","179.05","-16.6667"
"VAU","Vatukoula","Vatukoula",,"FJ","177.853","-17.5035"
"VTF","Vatulele","Vatulele",,"FJ","177.629","-18.5197"
"KAY","Wakaya Island","Wakaya Island",,"FJ","179.001","-17.6161"
"YAS","Yasawa Island","Yasawa Island",,"FJ","177.507","-16.7881"
"MPN","Mount Pleasant","Mount Pleasant",,"FK","-58.4473","-51.8227"
"PSY","Port Stanley","Port Stanley",,"FK","-57.8492","-51.701"
"KSA","Kosrae","Kosrae",,"FM","162.959","5.35737"
"PNI","Pohnpei","Pohnpei",,"FM","156.237","4.32852"
"TKK","Truk","Truk",,"FM","151.783","7.41667"
"ULI","Ulithi","Ulithi",,"FM","139.8","10.0167"
"YAP","Yap","Yap",,"FM","141.347","7.20082"
"FAE","Vagar","Faroe Islands",,"FO","-6.91181","61.8926"
"AGF","La Garenne","Agen",,"FR","0.612095","44.2015"
"AJA","Campo Dell Oro","Ajaccio",,"FR","8.73688","41.9186"
"LBI","Le Sequestre","Albi",,"FR","2.14825","43.9274"
"AHZ","Alpe D Huez","Alpe D Huez",,"FR","6.063","45.0917"
"ANE","Marce","Angers",,"FR","-0.549034","47.4694"
"ANG","Brie-Champniers","Angouleme",,"FR","0.160924","45.6483"
"NCY","Annecy-Meythe","Annecy",,"FR","6.12845","45.8996"
"JAH","Agora Helipad","Aubagne",,"FR","5.57028","43.2933"
"OBS","Vals-Lanas","Aubenas",,"FR","4.38855","44.6193"
"AUR","Aurillac","Aurillac",,"FR","2.44364","44.9278"
"AUF","Auxerre Branches","Auxerre",,"FR","3.5744","47.7983"
"AVN","Avignon-Caum","Avignon",,"FR","4.80597","43.9486"
"AVF","Avoriaz","Avoriaz",,"FR","6.76853","46.1945"
"BAE","Barcelonnette","Barcelonnette",,"FR","6.64792","44.3862"
"BIA","Poretta","Bastia",,"FR","9.45075","42.7021"
"BOR","Fontaine","Belfort",,"FR","6.86222","47.6388"
"EGC","Roumanieres","Bergerac",,"FR","0.48295","44.8533"
"BZR","Beziers Vias","Beziers",,"FR","3.21782","43.3416"
"BIQ","Biarritz Parme","Biarritz",,"FR","-1.56083","43.4822"
"BOD","Bordeaux Airport","Bordeaux",,"FR","-0.576144","44.8374"
"BOU","Bourges","Bourges",,"FR","2.39658","47.0829"
"BES","Guipavas","Brest",,"FR","-4.4869","48.3906"
