"code","name","city","state","country","x","y"
"DHF","Al Dhafra Military","Abu Dhabi",,"AE","54.3705","24.4764"
"AZI","Bateen","Abu Dhabi",,"AE","54.3705","24.4764"
"AUH","Abu Dhabi Intl","Abu Dhabi",,"AE","54.3705","24.4764"
"AAN","Al Ain","Al Ain",,"AE","55.7443","24.2258"
"FJR","Fujairah Intl Arpt","Al-Fujairah",,"AE","56.2313","25.3149"
"DXB","Dubai International","Dubai",,"AE","55.3075","25.2711"
"NHD","Military Airport","Minhad Ab",,"AE","55.3711","25.0267"
"RKT","Ras Al Khaimah","Ras Al Khaimah",,"AE","56.0917","25.3588"
"SHJ","Sharjah","Sharjah",,"AE","55.4106","25.3719"
"BIN","Bamiyan","Bamiyan",,"AF","67.4167","35.25"
"BST","Bost","Bost",,"AF","64.3667","31.55"
"CCN","Chakcharan","Chakcharan",,"AF","65.2667","34.5333"
"DAZ","Darwaz","Darwaz",,"AF","70.8773","38.4628"
"FBD","Faizabad","Faizabad",,"AF","64.8662","36.2724"
"FAH","Farah","Farah",,"AF","62.1123","32.3754"
"GRG","Gardez","Gardez",,"AF","69.2255","33.6031"
"GZI","Ghazni","Ghazni",,"AF","68.426","33.5533"
"HEA","Herat","Herat",,"AF","62.1792","34.3739"
"JAA","Jalalabad","Jalalabad",,"AF","70.4612","34.4344"
"KBL","Khwaja Rawash","Kabul",,"AF","69.1717","34.5285"
"KDH","Kandahar","Kandahar",,"AF","65.7615","31.6031"
"KHT","Khost","Khost",,"AF","69.8597","33.3585"
"KWH","Khwahan","Khwahan",,"AF","70.2","37.8833"
"UND","Kunduz","Kunduz",,"AF","68.7155","36.8599"
"KUR","Kuran-O-Munjan","Kuran-O-Munjan",,"AF","71.114","38.3933"
"MMZ","Maimana","Maimana",,"AF","64.75","35.9333"
"MZR","Mazar-I-Sharif","Mazar-I-Sharif",,"AF","67.11","36.7038"
"IMZ","Nimroz","Nimroz",,"AF","62.4504","31.0261"
"LQN","Qala Nau","Qala Nau",,"AF","0","0"
"SBF","Sardeh Band","Sardeh Band",,"AF","68.6366","33.3207"
"SGA","Sheghnan","Sheghnan",,"AF","71.6","37.6167"
"TQN","Taluqan","Taluqan",,"AF","69.5333","36.7667"
"TII","Tirinkot","Tirinkot",,"AF","0","0"
"URN","Urgoon","Urgoon",,"AF","0","0"
"URZ","Uruzgan","Uruzgan",,"AF","66.2367","33.201"
"ZAJ","Zaranj","Zaranj",,"AF","61.8865","31.1124"
"ANU","V.C. Bird Intl","Antigua",,"AG","-61.8175","17.0747"
"BBQ","Barbuda","Barbuda",,"AG","-61.7707","17.6268"
"AXA","Wallblake","Anguilla",,"AI","-63.0501","18.2232"
"TIA","Rinas","Tirana",,"AL","19.8318","41.3316"
"LWN","Gyoumri","Gyoumri",,"AM","43.8359","40.7955"
"EVN","Yerevan","Yerevan",,"AM","44.4993","40.1586"
"BON","Flamingo Intl","Bonaire",,"AN","-68.2624","12.2019"
"CUR","Aeropuerto Hato","Curacao",,"AN","-68.8824","12.1224"
"SAB","J. Yrausquin","Saba Island",,"AN","-63.2327","17.6355"
"EUX","F D Roosevelt","St Eustatius",,"AN","-62.9833","17.4833"
"SXM","Princ. Juliana","St Maarten",,"AN","-63.0736","18.0308"
"AZZ","Ambriz","Ambriz",,"AO","13.1193","-7.86308"
"ANL","Andulo","Andulo",,"AO","16.7001","-11.4813"
"BUG","Gen V Deslandes","Benguela",,"AO","13.4056","-12.5765"
"CAB","Cabinda","Cabinda",,"AO","12.1898","-5.55655"
"CFF","Cafunfo","Cafunfo",,"AO","17.9947","-8.77391"
"CNZ","Cangamba","Cangamba",,"AO","19.8542","-13.7003"
"KNP","Capanda","Capanda",,"AO","12.1898","-5.55655"
"CBT","Catumbela","Catumbela",,"AO","14.3463","-13.0278"
"CAV","Cazombo","Cazombo",,"AO","22.8995","-11.8954"
"PGI","Chitato","Chitato",,"AO","20.8037","-7.35753"
"CTI","Cuito Cuanavale","Cuito Cuanavale",,"AO","19.188","-15.3037"
"DRC","Dirico","Dirico",,"AO","20.7816","-17.9882"
"DUE","Dundo","Dundo",,"AO","20.8195","-7.37418"
"NOV","Huambo","Huambo",,"AO","15.7362","-12.7603"
"JMB","Jamba","Jamba",,"AO","21.1167","-15.1333"
"SVP","Kuito","Kuito",,"AO","16.9391","-12.3804"
"LAD","4 de Fevereiro","Luanda",,"AO","13.2375","-8.81351"
"UAL","Luau","Luau",,"AO","22.2295","-10.7073"
"SDD","Lubango","Lubango",,"AO","13.4924","-14.9185"
"LUO","Luena","Luena",,"AO","19.9046","-11.791"
"LBZ","Lukapa","Lukapa",,"AO","20.7345","-8.42412"
"GGC","Lumbala","Lumbala",,"AO","21.438","-14.1049"
"LZM","Luzamba","Luzamba",,"AO","18.0495","-9.11639"
"SSY","M'Banza Congo","M'Banza Congo",,"AO","14.2338","-6.26942"
"MEG","Malange","Malange",,"AO","16.341","-9.54165"
"SPP","Menongue","Menongue",,"AO","17.6909","-14.6579"
"NRQ","N'Riquinha","N'Riquinha",,"AO","0","0"
"ARZ","N'Zeto","N'Zeto",,"AO","12.8667","-7.23333"
"MSZ","Namibe","Namibe",,"AO","12.1571","-15.1857"
"NDF","Ndalatandos","Ndalatandos",,"AO","0","0"
"GXG","Negage","Negage",,"AO","15.2721","-7.76062"
"NGV","Ngiva","Ngiva",,"AO","15.7285","-17.0685"
"NZA","Nzagi","Nzagi",,"AO","21.362","-7.68897"
"VPE","Ongiva","Ongiva",,"AO","15.7285","-17.0685"
"PBN","Porto Amboim","Porto Amboim",,"AO","13.7695","-10.733"
"VHC","Saurimo","Saurimo",,"AO","20.3909","-9.66105"
"SZA","Soyo","Soyo",,"AO","12.3769","-6.13063"
"NDD","Sumbe","Sumbe",,"AO","13.8477","-11.2123"
"UGO","Uige","Uige",,"AO","15.0616","-7.61021"
"CEO","Waco Kungo","Waco Kungo",,"AO","15.104","-11.4275"
"XGN","Xangongo","Xangongo",,"AO","14.971","-16.7511"
"TNM","Teniente R. Marsh","Teniente R. Marsh",,"AQ","-58.9738","-62.1893"
"BHI","Comandante","Bahia Blanca","BA","AR","-62.2681","-38.7117"
"BUE","All airports","Buenos Aires","BA","AR","-58.3732","-34.6084"
"EZE","Ministro Pistarini","Buenos Aires","BA","AR","-58.3732","-34.6084"
"AEP","Arpt. Jorge Newbery","Buenos Aires","BA","AR","-58.3732","-34.6084"
"CPG","Carmen De Patagones","Carmen De Patagones","BA","AR","-62.9745","-40.8031"
"CSZ","Hector Ruiz","Coronel Suarez","BA","AR","-61.9307","-37.456"
"EPA","El Palomar","El Palomar","BA","AR","-64.6","-26.9"
"VGS","General Villegas","General Villegas","BA","AR","-63.0176","-35.0326"
"JNI","Junin","Junin","BA","AR","-60.9494","-34.5822"
"LPG","La Plata","La Plata","BA","AR","-57.9501","-34.9173"
"MDQ","Mar Del Plata","Mar Del Plata","BA","AR","-57.5898","-37.9799"
"MJR","Miramar","Miramar","BA","AR","-57.8513","-38.2654"
"NEC","Necochea","Necochea","BA","AR","-58.7396","-38.5545"
"OVR","Olavarria","Olavarria","BA","AR","-60.3149","-36.8921"
"PEH","Pehuajo","Pehuajo","BA","AR","-61.8957","-35.811"
"SZQ","Saenz Pena","Saenz Pena","BA","AR","-60.4403","-26.7907"
"SST","Santa Teresita","Santa Teresita","BA","AR","-56.702","-36.5438"
"TDL","Tandil","Tandil","BA","AR","-59.1504","-37.3178"
"OYO","Tres Arroyos","Tres Arroyos","BA","AR","-60.2781","-38.3763"
"VLG","Villa Gesell","Villa Gesell","BA","AR","-56.9733","-37.2634"
"CTC","Catamarca","Catamarca","CA","AR","-65.779","-28.469"
"ARR","Alto Rio Senguerr","Alto Rio Senguerr","CB","AR","-70.8177","-45.0436"
"OLN","Colonia Sarmiento","Colonia Sarmiento","CB","AR","-68.9993","-45.5825"
"CRD","Comodoro Rivadavia","Comodoro Rivadavia","CB","AR","-67.5","-45.8679"
"EMX","El Maiten","El Maiten","CB","AR","-71.1749","-42.0529"
"EQS","Esquel","Esquel","CB","AR","-71.3081","-42.9067"
"JSM","Jose De San Martin","Jose De San Martin","CB","AR","-70.4828","-44.0332"
"PMY","El Tehuelche","Puerto Madryn","CB","AR","-65.0493","-42.7544"
"ROY","Rio Mayo","Rio Mayo","CB","AR","-70.2586","-45.6886"
"REL","Trelew","Trelew","CB","AR","-65.3074","-43.2491"
"COR","Pajas Blancas","Cordoba","CD","AR","-64.1821","-31.3989"
"LCM","La Cumbre","La Cumbre","CD","AR","-64.4909","-30.9821"
"RCU","Rio Cuarto","Rio Cuarto","CD","AR","-64.3497","-33.132"
"VDR","Villa Dolores","Villa Dolores","CD","AR","-55.9","-27.4"
"CNT","Charata","Charata","CH","AR","-61.1874","-27.218"
"PRQ","Pres. Roque Saenz Pena","Pres. Roque Saenz Pena","CH","AR","-63.3918","-34.0913"
"RES","Resistencia","Resistencia","CH","AR","-58.85","-27.45"
"CNQ","Camba Punta","Corrientes","CR","AR","-58.8396","-27.4712"
"UZU","Curuzu Cuatia","Curuzu Cuatia","CR","AR","-58.0499","-29.7915"
"OYA","Goya","Goya","CR","AR","-59.2643","-29.1442"
"MDX","Mercedes","Mercedes","CR","AR","-65.4655","-33.6901"
"MCS","Monte Caseros","Monte Caseros","CR","AR","-57.6297","-30.2494"
"AOL","Paso De Los Libres","Paso De Los Libres","CR","AR","-57.0856","-29.7137"
"COC","Concordia","Concordia","ER","AR","-58.0171","-31.3918"
"GHU","Gualeguaychu","Gualeguaychu","ER","AR","-58.5192","-33.015"
"PRA","Parana","Parana","ER","AR","-60.5115","-31.7413"
"CLX","Clorinda","Clorinda","FO","AR","-57.7228","-25.2882"
"FMA","El Pucu","Formosa","FO","AR","-58.1754","-26.1852"
"LLS","Las Lomitas","Las Lomitas","FO","AR","-60.6","-24.7"
"GPO","General Pico","General Pico","LP","AR","-63.7545","-35.657"
"RSA","Santa Rosa","Santa Rosa","LP","AR","-66.0667","-25.6833"
"IRJ","La Rioja","La Rioja","LR","AR","-66.856","-29.4128"
"LGS","Malargue","Malargue","MD","AR","-69.5809","-35.4721"
"MDZ","El Plumerillo","Mendoza","MD","AR","-68.844","-32.8902"
"AFA","San Rafael","San Rafael","MD","AR","-68.341","-34.6132"
"ELO","Eldorado","Eldorado","MI","AR","-54.6268","-26.3999"
"IGR","Cataratas","Iguazu","MI","AR","-54.45","-25.6667"
"PSS","Posadas","Posadas","MI","AR","-55.9009","-27.3621"
"CVH","Caviahue","Caviahue","NE","AR","-71.0746","-37.8775"
"HOS","Oscar Reguera","Chos Malal","NE","AR","-70.27","-37.3794"
"CUT","Cutral","Cutral","NE","AR","-68.2333","-38.9667"
"LCP","Loncopue","Loncopue","NE","AR","-70.6174","-38.0676"
"NQN","Neuquen","Neuquen","NE","AR","-68.0658","-38.9493"
"RDS","Rincon de los Sauces","Rincon de los Sauces","NE","AR","-68.9177","-37.3866"
"CPC","Chapelco","San Martin DeLos Andes","NE","AR","-71.3542","-40.1551"
"APZ","Zapala","Zapala","NE","AR","-70.0653","-38.9024"
"JUJ","El Cadillal","Jujuy","PJ","AR","-66.2367","-22.6633"
"CCT","Colonia Catriel","Colonia Catriel","RN","AR","-67.8321","-37.9105"
"EHL","El Bolson","El Bolson","RN","AR","-71.5155","-41.9678"
"GNR","General Roca","General Roca","RN","AR","-67.5752","-39.0268"
"IGB","Ingeniero Jacobacci","Ingeniero Jacobacci","RN","AR","-69.5493","-41.3285"
"LMD","Los Menucos","Los Menucos","RN","AR","-68.089","-40.8479"
"MQD","Maquinchao","Maquinchao","RN","AR","-68.6997","-41.246"
"OES","San Antonio Oeste","San Antonio Oeste","RN","AR","-64.9677","-40.7428"
"BRC","San Carlos DeBariloche","San Carlos DeBariloche","RN","AR","-71.3013","-41.1493"
"SGV","Sierra Grande","Sierra Grande","RN","AR","-65.3549","-41.6077"
"VCF","Valcheta","Valcheta","RN","AR","-66.1619","-40.6833"
"VDM","Viedma","Viedma","RN","AR","-62.9962","-40.8119"
"ORA","Oran","Oran","SA","AR","-64.3215","-23.1286"
"SLA","Gen Belgrano","Salta","SA","AR","-65.4122","-24.7829"
"TTG","Tartagal","Tartagal","SA","AR","-63.7991","-22.5204"
"CVI","Caleta Olivia","Caleta Olivia","SC","AR","-67.5195","-46.4412"
"FTE","El Calafate","El Calafate","SC","AR","-72.2705","-50.3402"
"GGS","Gobernador Gregores","Gobernador Gregores","SC","AR","-70.2493","-48.7656"
"ING","Lago Argentino","Lago Argentino","SC","AR","-72.4977","-50.2279"
"LHS","Las Heras","Las Heras","SC","AR","-68.8156","-32.8491"
"PMQ","Perito Moreno","Perito Moreno","SC","AR","-58.6894","-34.5001"
"PUD","Puerto Deseado","Puerto Deseado","SC","AR","-65.888","-47.7492"
"RGL"," Intl","Rio Gallegos","SC","AR","-69.2276","-51.633"
"RYO","Rio Turbio","Rio Turbio","SC","AR","-72.3356","-51.5356"
"ULA","San Julian","San Julian","SC","AR","-63.1857","-24.0389"
"RZA","Santa Cruz","Santa Cruz","SC","AR","-69.1917","-48.7737"
"RHD","Rio Hondo","Rio Hondo","SE","AR","-58.6804","-34.6445"
"SDE","Santiago Del Estero","Santiago Del Estero","SE","AR","-64.2673","-27.7844"
"CRR","Ceres","Ceres","SF","AR","-61.9492","-29.8828"
"RCQ","Reconquista","Reconquista","SF","AR","-59.6435","-29.1448"
"ROS","Fisherton","Rosario","SF","AR","-60.6665","-32.9507"
"SFN","Santa Fe","Santa Fe","SF","AR","-60.6995","-31.6324"
"UAQ","San Juan","San Juan","SJ","AR","-68.5214","-31.5273"
"RLO","Valle Del Conlara","Merlo","SL","AR","-58.7282","-34.6685"
"LUQ","San Luis","San Luis","SL","AR","-66.3492","-33.2996"
"VME","Villa Mercedes","Villa Mercedes","SL","AR","-65.4581","-33.6754"
"RGA","Rio Grande","Rio Grande","TF","AR","-67.7197","-53.7918"
"USH","Islas Malvinas","Ushuaia","TF","AR","-68.2292","-54.7917"
"TUC","Benj Matienzo","Tucuman","TU","AR","-65.2857","-26.9468"
"FTI","Fitiuta","Fitiuta",,"AS","-169.424","-14.2222"
"OFU","Ofu","Ofu",,"AS","-169.678","-14.1724"
"PPG","Pago Pago","Pago Pago",,"AS","-170.701","-14.2793"
"TAV","Tau","Tau",,"AS","-169.437","-14.2256"
"GRZ","Thalerhof","Graz",,"AT","15.4417","47.0679"
"HOH","Hohenems","Hohenems",,"AT","9.68987","47.3634"
"INN","Kranebitten","Innsbruck",,"AT","11.3947","47.2627"
"KLU","Klagenfurt","Klagenfurt",,"AT","14.3146","46.6207"
"LNZ","Hoersching","Linz",,"AT","14.2863","48.3061"
"SZG","W.A. Mozart","Salzburg",,"AT","13.0444","47.8005"
"ANT","St Anton","St Anton",,"AT","10.2691","47.1315"
"VIE","Vienna International","Vienna",,"AT","16.3728","48.2092"
"VDD","Vienna Danubepier","Vienna",,"AT","16.3728","48.2092"
"CBR","Canberra","Canberra","AC","AU","149.129","-35.282"
"ABX","Albury","Albury","NS","AU","146.91","-36.0821"
"ARM","Armidale","Armidale","NS","AU","151.669","-30.5142"
"BNK","Ballina Byron","Ballina","NS","AU","153.559","-28.87"
"BZD","Balranald","Balranald","NS","AU","143.561","-34.6381"
"BWU","Bankstown","Bankstown","NS","AU","151.035","-33.9195"
"BHS","Raglan","Bathurst","NS","AU","149.574","-33.4198"
"BRK","Bourke","Bourke","NS","AU","145.938","-30.0888"
"BWQ","Brewarrina","Brewarrina","NS","AU","146.859","-29.9615"
"BHQ","Broken Hill","Broken Hill","NS","AU","141.467","-31.9592"
"CDU","Camden","Camden","NS","AU","150.696","-34.0546"
"CSI","Casino","Casino","NS","AU","0","0"
"CES","Cessnock","Cessnock","NS","AU","151.354","-32.8329"
"CAZ","Cobar","Cobar","NS","AU","145.841","-31.4982"
"CFS","Coffs Harbour","Coffs Harbour","NS","AU","153.131","-30.2855"
"CRB","Collarenebri","Collarenebri","NS","AU","148.577","-29.5458"
"CBX","Condobolin","Condobolin","NS","AU","147.152","-33.0891"
"CLH","Coolah","Coolah","NS","AU","149.72","-31.8237"
"OOM","Cooma","Cooma","NS","AU","149.125","-36.2366"
"COJ","Coonabarabran","Coonabarabran","NS","AU","149.277","-31.2734"
"CNB","Coonamble","Coonamble","NS","AU","148.388","-30.9543"
"CMD","Cootamundra","Cootamundra","NS","AU","148.025","-34.6391"
"CWW","Corowa","Corowa","NS","AU","146.391","-35.998"
"CWT","Cowra","Cowra","NS","AU","148.691","-33.8347"
"CUG","Cudal","Cudal","NS","AU","148.739","-33.2867"
"DNQ","Deniliquin","Deniliquin","NS","AU","144.959","-35.5285"
"DBO","Dubbo","Dubbo","NS","AU","148.604","-32.2452"
"EVH","Evans Head","Evans Head","NS","AU","153.429","-29.1157"
"FLY","Finley","Finley","NS","AU","145.575","-35.6454"
"FRB","Forbes","Forbes","NS","AU","148.008","-33.3853"
"FOT","Forster","Forster","NS","AU","152.512","-32.1796"
"GLI","Glen Innes","Glen Innes","NS","AU","151.739","-29.7357"
"GOS","Gosford","Gosford","NS","AU","151.342","-33.4269"
"GUL","Goulburn","Goulburn","NS","AU","149.718","-34.7553"
"GFN","Grafton","Grafton","NS","AU","152.933","-29.6912"
"GFE","Grenfell","Grenfell","NS","AU","148.161","-33.895"
"GFF","Griffith","Griffith","NS","AU","146.044","-34.289"
"GUH","Gunnedah","Gunnedah","NS","AU","150.255","-30.9786"
"HXX","Hay","Hay","NS","AU","144.845","-34.5005"
"IVR","Inverell","Inverell","NS","AU","151.113","-29.7757"
"KPS","Kempsey","Kempsey","NS","AU","152.842","-31.0806"
"LHG","Lightning Ridge","Lightning Ridge","NS","AU","147.979","-29.4278"
"LSY","Lismore","Lismore","NS","AU","153.279","-28.8127"
"LDH","Lord Howe Island","Lord Howe Island","NS","AU","159.081","-31.5525"
"MVH","Macksville","Macksville","NS","AU","152.921","-30.7065"
"MTL","Maitland","Maitland","NS","AU","151.559","-32.7347"
"MIM","Merimbula","Merimbula","NS","AU","149.911","-36.8878"
"MRZ","Moree","Moree","NS","AU","149.842","-29.463"
"MYA","Moruya","Moruya","NS","AU","150.078","-35.9117"
"DGE","Mudgee","Mudgee","NS","AU","149.586","-32.5907"
"NBH","Nambucca Heads","Nambucca Heads","NS","AU","153.003","-30.6424"
"NAA","Narrabri","Narrabri","NS","AU","149.783","-30.3248"
"NRA","Narrandera","Narrandera","NS","AU","146.557","-34.7446"
"NTL","Williamtown","Newcastle","NS","AU","151.781","-32.9264"
"BEO","Belmont","Newcastle","NS","AU","151.781","-32.9264"
"NOA","Nowra","Nowra","NS","AU","150.603","-34.8727"
"NYN","Nyngan","Nyngan","NS","AU","147.192","-31.5625"
"OAG","Springhill","Orange","NS","AU","-94.642","41.0117"
"PKE","Parkes","Parkes","NS","AU","148.174","-33.1383"
"PHJ","Port Hunter","Port Hunter","NS","AU","151.781","-32.9264"
"PQQ","Port Macquarie","Port Macquarie","NS","AU","152.908","-31.4343"
"PTE","Port Stephens","Port Stephens","NS","AU","152.04","-32.7024"
"UIR","Quirindi","Quirindi","NS","AU","150.68","-31.5081"
"NSO","Scone","Scone","NS","AU","150.868","-32.0507"
"SIX","Singleton","Singleton","NS","AU","151.168","-32.564"
"LBH","Palm Beach SPB","Sydney","NS","AU","151.207","-33.8671"
"SWZ","Sydney West","Sydney","NS","AU","151.207","-33.8671"
"RSE","Au-Rose Bay","Sydney","NS","AU","151.207","-33.8671"
"SYD","Kingsford Smith","Sydney","NS","AU","151.207","-33.8671"
"TMW","Tamworth","Tamworth","NS","AU","150.931","-31.0917"
"TRO","Taree","Taree","NS","AU","152.464","-31.9117"
"TEM","Temora","Temora","NS","AU","147.534","-34.4469"
"TYB","Tibooburra","Tibooburra","NS","AU","142.01","-29.4343"
"TCW","Tocumwal","Tocumwal","NS","AU","145.567","-35.8121"
"TUM","Tumut","Tumut","NS","AU","148.225","-35.3006"
"WGA","Forrest Hill","Wagga Wagga","NS","AU","147.371","-35.1099"
"WLC","Walcha","Walcha","NS","AU","151.592","-30.9921"
"WGE","Walgett","Walgett","NS","AU","148.117","-30.0216"
"WAU","Wauchope","Wauchope","NS","AU","152.732","-31.4574"
"WEW","Wee Waa","Wee Waa","NS","AU","149.444","-30.2249"
"WWY","West Wyalong","West Wyalong","NS","AU","147.205","-33.9235"
"WIO","Wilcannia","Wilcannia","NS","AU","143.378","-31.5586"
"WOL","Wollongong","Wollongong","NS","AU","150.9","-34.4259"
"NGA","Young","Young","NS","AU","148.298","-34.3134"
"AXL","Alexandria","Alexandria","NT","AU","151.196","-33.8976"
"ASP","Alice Springs","Alice Springs","NT","AU","133.881","-23.7004"
"AYD","Alroy Downs","Alroy Downs","NT","AU","135.95","-19.3"
"AMT","Amata","Amata","NT","AU","131.121","-26.1938"
"AMX","Ammaroo","Ammaroo","NT","AU","135.24","-21.74"
"ANZ","Angus Downs","Angus Downs","NT","AU","141.834","-21.5019"
"AYL","Anthony Lagoon","Anthony Lagoon","NT","AU","135.55","-18.0167"
"AWP","Austral Downs","Austral Downs","NT","AU","137.25","-20.3333"
"AVG","Auvergne","Auvergne","NT","AU","129.917","-15.75"
"AYQ","Connellan","Ayers Rock","NT","AU","130.997","-25.3007"
"BYX","Baniyala","Baniyala","NT","AU","136.233","-13.2"
"BRT","Bathurst Island","Bathurst Island","NT","AU","130.35","-11.6035"
"BCZ","Bickerton Island","Bickerton Island","NT","AU","136.228","-13.7624"
"BOX","Borroloola","Borroloola","NT","AU","136.307","-16.0641"
"BTD","Brunette Downs","Brunette Downs","NT","AU","135.933","-18.6333"
"CFI","Camfield","Camfield","NT","AU","131.35","-17.15"
"CTR","Cattle Creek","Cattle Creek","NT","AU","131","-17.5833"
"CDA","Cooinda","Cooinda","NT","AU","132.517","-12.9"
"COB","Coolibah","Coolibah","NT","AU","130.967","-15.6667"
"CSD","Cresswell Downs","Cresswell Downs","NT","AU","136.985","-16.7565"
"CKI","Croker Island","Croker Island","NT","AU","132.531","-11.1764"
"DVR","Daly River","Daly River","NT","AU","130.715","-13.7531"
"DYW","Daly Waters","Daly Waters","NT","AU","133.381","-16.2737"
"DRW","Darwin","Darwin","NT","AU","130.842","-12.4613"
"DLV","Delissaville","Delissaville","NT","AU","130.995","-12.5055"
"DKV","Docker River","Docker River","NT","AU","129.117","-24.8667"
"ELC","Elcho Island","Elcho Island","NT","AU","135.695","-11.9768"
"EKD","Elkedra","Elkedra","NT","AU","135.25","-21.0333"
"EDD","Erldunda","Erldunda","NT","AU","133.202","-25.199"
"EVD","Eva Downs","Eva Downs","NT","AU","134.867","-18.0833"
"FIK","Finke","Finke","NT","AU","134.578","-25.5817"
"GPN","Garden Point","Garden Point","NT","AU","130.433","-11.4"
"GBL","Goulburn Island","Goulburn Island","NT","AU","133.395","-11.6654"
"GOV","Nhulunbuy","Gove","NT","AU","136.817","-12.3333"
"GTS","Granites","Granites","NT","AU","133.617","-26.9667"
"GTE","Alyangula","Groote Eylandt","NT","AU","136.593","-13.97"
"HRY","Henbury","Henbury","NT","AU","133.133","-24.5667"
"HMG","Hermannsburg","Hermannsburg","NT","AU","132.779","-23.9415"
"HOK","Hooker Creek","Hooker Creek","NT","AU","130.667","-18.3667"
"HUB","Humbert River","Humbert River","NT","AU","130.732","-16.5168"
"IVW","Inverway","Inverway","NT","AU","129.41","-17.4763"
"JAB","Jabiru","Jabiru","NT","AU","132.832","-12.6683"
"KFG","Kalkurung","Kalkurung","NT","AU","130.817","-17.4333"
"KTR","Tindal","Katherine","NT","AU","132.265","-14.4646"
"KBJ","King Canyon","Kings Canyon","NT","AU","131.567","-24.2334"
"KCS","Kings Creek Station","Kings Creek Station","NT","AU","131.683","-24.3833"
"KBB","Kirkimbie","Kirkimbie","NT","AU","129.233","-17.7667"
"KGR","Kulgera","Kulgera","NT","AU","133.5","-25.8333"
"KRD","Kurundi","Kurundi","NT","AU","145.634","-16.8215"
"LEL","Lake Evella","Lake Evella","NT","AU","135.805","-12.5114"
"LNH","Lake Nash","Lake Nash","NT","AU","137.917","-21"
"LIB","Limbunya","Limbunya","NT","AU","129.833","-17.3333"
"MNW","Macdonald Downs","Macdonald Downs","NT","AU","135.167","-22.5"
"MIZ","Mainoru","Mainoru","NT","AU","134.083","-14.3"
"MNG","Maningrida","Maningrida","NT","AU","134.302","-12.2136"
"MFP","Manners Creek","Manners Creek","NT","AU","137.983","-22.1"
"MQE","Marqua","Marqua","NT","AU","137.35","-22.8167"
"MCV","Mcarthur River","Mcarthur River","NT","AU","136.667","-15.9"
"MGT","Milingimbi","Milingimbi","NT","AU","134.897","-12.0939"
"MIY","Mittiebah","Mittiebah","NT","AU","137.201","-18.5225"
"MRT","Moroak","Moroak","NT","AU","133.7","-14.8167"
"MSF","Mount Swan","Mount Swan","NT","AU","134.9","-22.75"
"MNV","Mountain Valley","Mountain Valley","NT","AU","133.833","-14.1167"
"MKV","Mt Cavenagh","Mt Cavenagh","NT","AU","133.2","-25.9667"
"MTD","Mt Sandford","Mt Sandford","NT","AU","130.55","-16.9833"
"MUP","Mulga Park","Mulga Park","NT","AU","131.6","-25.85"
"NPP","Napperby","Napperby","NT","AU","138.117","-33.1543"
"NRY","Newry","Newry","NT","AU","129.342","-16.0833"
"RPM","Ngukurr","Ngukurr","NT","AU","134.734","-14.7281"
"NUB","Numbulwar","Numbulwar","NT","AU","135.742","-14.2774"
"UTD","Nutwood Downs","Nutwood Downs","NT","AU","134.058","-15.8316"
"OPI","Oenpelli","Oenpelli","NT","AU","133.006","-12.325"
"PEP","Peppimenarti","Peppimenarti","NT","AU","130.075","-14.1507"
"PKT","Port Keats","Port Keats","NT","AU","129.522","-14.237"
"RAM","Ramingining","Ramingining","NT","AU","134.933","-12.3297"
"RRV","Robinson River","Robinson River","NT","AU","136.985","-16.7565"
"RDA","Rockhampton Downs","Rockhampton Downs","NT","AU","135.2","-18.95"
"RPB","Roper Bar","Roper Bar","NT","AU","134.465","-14.7578"
"RPV","Roper Valley","Roper Valley","NT","AU","134.033","-15.0333"
"SHU","Smith Point","Smith Point","NT","AU","0","0"
"SNB","Snake Bay","Snake Bay","NT","AU","130.648","-11.4186"
"TCA","Tennant Creek","Tennant Creek","NT","AU","134.19","-19.6498"
"TBK","Timber Creek","Timber Creek","NT","AU","130.47","-15.6427"
"TYP","Tobermorey","Tobermorey","NT","AU","137.967","-22.2833"
"VCD","Victoria River Downs","Victoria River Downs","NT","AU","130.967","-16.4167"
"WLO","Waterloo","Waterloo","NT","AU","151.206","-33.9004"
"WAV","Kalkgurung","Wave Hill","NT","AU","130.988","-17.457"
"WLL","Wollogorang","Wollogorang","NT","AU","149.521","-34.8461"
"WOG","Woodgreen","Woodgreen","NT","AU","134.25","-22.5"
"YUE","Yuendumu","Yuendumu","NT","AU","131.801","-22.2535"
"ABG","Abingdon","Abingdon","QL","AU","0","0"
"AGW","Agnew","Agnew","QL","AU","120.699","-27.916"
"WSY","Whitsunday Airstrip","Airlie Beach","QL","AU","148.716","-20.2679"
"ABH","Alpha","Alpha","QL","AU","146.641","-23.6497"
"AXC","Aramac","Aramac","QL","AU","145.245","-22.9722"
"AAB","Arrabury","Arrabury","QL","AU","141","-26.75"
"AUD","Augustus Downs","Augustus Downs","QL","AU","139.933","-18.6667"
"AUU","Aurukun Mission","Aurukun Mission","QL","AU","141.72","-13.3559"
"AYR","Ayr","Ayr","QL","AU","147.405","-19.5761"
"BDD","Badu Island","Badu Island","QL","AU","142.128","-10.1164"
"ABM","Bamaga","Bamaga","QL","AU","142.453","-10.9438"
"BCI","Barcaldine","Barcaldine","QL","AU","0","0"
"BKP","Barkly Downs","Barkly Downs","QL","AU","138.25","-21.0333"
"BVW","Batavia Downs","Batavia Downs","QL","AU","143.25","-12.45"
